LOCATION	INDICATOR	SUBJECT	MEASURE	FREQUENCY	TIME	Value
IND	GFCF	TOT	AGRWTH	A	1994	9.45817
IND	GFCF	TOT	AGRWTH	A	1995	16.267883
IND	GFCF	TOT	AGRWTH	A	1996	3.046772
IND	GFCF	TOT	AGRWTH	A	1997	8.88583
IND	GFCF	TOT	AGRWTH	A	1998	9.71109
IND	GFCF	TOT	AGRWTH	A	1999	7.925753
IND	GFCF	TOT	AGRWTH	A	2000	-1.39395
IND	GFCF	TOT	AGRWTH	A	2001	15.302973
IND	GFCF	TOT	AGRWTH	A	2002	-0.435923
IND	GFCF	TOT	AGRWTH	A	2003	10.5673
IND	GFCF	TOT	AGRWTH	A	2004	23.981666
IND	GFCF	TOT	AGRWTH	A	2005	16.193337
IND	GFCF	TOT	AGRWTH	A	2006	13.817166
IND	GFCF	TOT	AGRWTH	A	2007	16.202767
IND	GFCF	TOT	AGRWTH	A	2008	3.507147
IND	GFCF	TOT	AGRWTH	A	2009	7.666184
IND	GFCF	TOT	AGRWTH	A	2010	10.995293
IND	GFCF	TOT	AGRWTH	A	2011	12.253022
IND	GFCF	TOT	AGRWTH	A	2012	4.939077
IND	GFCF	TOT	AGRWTH	A	2013	1.561804
IND	GFCF	TOT	AGRWTH	A	2014	2.603247
IND	GFCF	TOT	AGRWTH	A	2015	5.188892
IND	GFCF	TOT	AGRWTH	A	2016	10.141018
IND	GFCF	TOT	AGRWTH	A	2017	7.62748
ISR	GFCF	TOT	AGRWTH	A	1990	22.968045
ISR	GFCF	TOT	AGRWTH	A	1991	38.459416
ISR	GFCF	TOT	AGRWTH	A	1992	7.462525
ISR	GFCF	TOT	AGRWTH	A	1993	2.485627
ISR	GFCF	TOT	AGRWTH	A	1994	13.270958
ISR	GFCF	TOT	AGRWTH	A	1995	8.053868
ISR	GFCF	TOT	AGRWTH	A	1996	9.59618
ISR	GFCF	TOT	AGRWTH	A	1997	1.13969
ISR	GFCF	TOT	AGRWTH	A	1998	-3.26925
ISR	GFCF	TOT	AGRWTH	A	1999	0.89957
ISR	GFCF	TOT	AGRWTH	A	2000	2.85871
ISR	GFCF	TOT	AGRWTH	A	2001	-2.78869
ISR	GFCF	TOT	AGRWTH	A	2002	-5.68047
ISR	GFCF	TOT	AGRWTH	A	2003	-5.67096
ISR	GFCF	TOT	AGRWTH	A	2004	1.33213
ISR	GFCF	TOT	AGRWTH	A	2005	2.3689
ISR	GFCF	TOT	AGRWTH	A	2006	7.90733
ISR	GFCF	TOT	AGRWTH	A	2007	9.98286
ISR	GFCF	TOT	AGRWTH	A	2008	5.21538
ISR	GFCF	TOT	AGRWTH	A	2009	-2.40632
ISR	GFCF	TOT	AGRWTH	A	2010	8.59885
ISR	GFCF	TOT	AGRWTH	A	2011	13.19876
ISR	GFCF	TOT	AGRWTH	A	2012	4.6684
ISR	GFCF	TOT	AGRWTH	A	2013	3.82057
ISR	GFCF	TOT	AGRWTH	A	2014	0.51254
ISR	GFCF	TOT	AGRWTH	A	2015	-0.00473
ISR	GFCF	TOT	AGRWTH	A	2016	12.919044
ISR	GFCF	TOT	AGRWTH	A	2017	4.33856
ISR	GFCF	TOT	AGRWTH	A	2018	4.82455
SVN	GFCF	TOT	AGRWTH	A	1991	-11.502409
SVN	GFCF	TOT	AGRWTH	A	1992	-12.871979
SVN	GFCF	TOT	AGRWTH	A	1993	10.723704
SVN	GFCF	TOT	AGRWTH	A	1994	14.127779
SVN	GFCF	TOT	AGRWTH	A	1995	16.759112
SVN	GFCF	TOT	AGRWTH	A	1996	8.118101
SVN	GFCF	TOT	AGRWTH	A	1997	12.192138
SVN	GFCF	TOT	AGRWTH	A	1998	7.999744
SVN	GFCF	TOT	AGRWTH	A	1999	13.365763
SVN	GFCF	TOT	AGRWTH	A	2000	2.375496
SVN	GFCF	TOT	AGRWTH	A	2001	2.005002
SVN	GFCF	TOT	AGRWTH	A	2002	-0.366349
SVN	GFCF	TOT	AGRWTH	A	2003	5.788777
SVN	GFCF	TOT	AGRWTH	A	2004	5.544144
SVN	GFCF	TOT	AGRWTH	A	2005	3.612536
SVN	GFCF	TOT	AGRWTH	A	2006	10.249168
SVN	GFCF	TOT	AGRWTH	A	2007	11.926492
SVN	GFCF	TOT	AGRWTH	A	2008	7.047695
SVN	GFCF	TOT	AGRWTH	A	2009	-22.076541
SVN	GFCF	TOT	AGRWTH	A	2010	-13.421083
SVN	GFCF	TOT	AGRWTH	A	2011	-4.940293
SVN	GFCF	TOT	AGRWTH	A	2012	-8.549733
SVN	GFCF	TOT	AGRWTH	A	2013	3.429728
SVN	GFCF	TOT	AGRWTH	A	2014	-0.06289
SVN	GFCF	TOT	AGRWTH	A	2015	-1.212987
SVN	GFCF	TOT	AGRWTH	A	2016	-3.691912
SVN	GFCF	TOT	AGRWTH	A	2017	10.36607
SVN	GFCF	TOT	AGRWTH	A	2018	9.427786
ZAF	GFCF	TOT	AGRWTH	A	1990	-2.340718
ZAF	GFCF	TOT	AGRWTH	A	1991	-7.388252
ZAF	GFCF	TOT	AGRWTH	A	1992	-5.259896
ZAF	GFCF	TOT	AGRWTH	A	1993	-0.554826
ZAF	GFCF	TOT	AGRWTH	A	1994	8.247044
ZAF	GFCF	TOT	AGRWTH	A	1995	10.691169
ZAF	GFCF	TOT	AGRWTH	A	1996	9.008265
ZAF	GFCF	TOT	AGRWTH	A	1997	5.741871
ZAF	GFCF	TOT	AGRWTH	A	1998	4.765285
ZAF	GFCF	TOT	AGRWTH	A	1999	-7.595106
ZAF	GFCF	TOT	AGRWTH	A	2000	3.865634
ZAF	GFCF	TOT	AGRWTH	A	2001	2.849
ZAF	GFCF	TOT	AGRWTH	A	2002	3.492434
ZAF	GFCF	TOT	AGRWTH	A	2003	10.237263
ZAF	GFCF	TOT	AGRWTH	A	2004	12.876908
ZAF	GFCF	TOT	AGRWTH	A	2005	10.983761
ZAF	GFCF	TOT	AGRWTH	A	2006	12.144598
ZAF	GFCF	TOT	AGRWTH	A	2007	13.758712
ZAF	GFCF	TOT	AGRWTH	A	2008	12.822517
ZAF	GFCF	TOT	AGRWTH	A	2009	-6.67675
ZAF	GFCF	TOT	AGRWTH	A	2010	-3.912252
ZAF	GFCF	TOT	AGRWTH	A	2011	5.538843
ZAF	GFCF	TOT	AGRWTH	A	2012	2.604754
ZAF	GFCF	TOT	AGRWTH	A	2013	7.185054
ZAF	GFCF	TOT	AGRWTH	A	2014	0.697143
ZAF	GFCF	TOT	AGRWTH	A	2015	2.545883
ZAF	GFCF	TOT	AGRWTH	A	2016	-3.534596
ZAF	GFCF	TOT	AGRWTH	A	2017	1.046375
ZAF	GFCF	TOT	AGRWTH	A	2018	-1.439275
LVA	GFCF	TOT	AGRWTH	A	1996	34.112742
LVA	GFCF	TOT	AGRWTH	A	1997	5.134765
LVA	GFCF	TOT	AGRWTH	A	1998	42.980664
LVA	GFCF	TOT	AGRWTH	A	1999	4.49542
LVA	GFCF	TOT	AGRWTH	A	2000	22.088017
LVA	GFCF	TOT	AGRWTH	A	2001	19.315354
LVA	GFCF	TOT	AGRWTH	A	2002	-3.907976
LVA	GFCF	TOT	AGRWTH	A	2003	10.836288
LVA	GFCF	TOT	AGRWTH	A	2004	28.351123
LVA	GFCF	TOT	AGRWTH	A	2005	20.894587
LVA	GFCF	TOT	AGRWTH	A	2006	14.333277
LVA	GFCF	TOT	AGRWTH	A	2007	22.361753
LVA	GFCF	TOT	AGRWTH	A	2008	-10.188183
LVA	GFCF	TOT	AGRWTH	A	2009	-34.575881
LVA	GFCF	TOT	AGRWTH	A	2010	-19.729528
LVA	GFCF	TOT	AGRWTH	A	2011	23.789662
LVA	GFCF	TOT	AGRWTH	A	2012	16.149506
LVA	GFCF	TOT	AGRWTH	A	2013	-5.9262
LVA	GFCF	TOT	AGRWTH	A	2014	-0.316785
LVA	GFCF	TOT	AGRWTH	A	2015	-1.213469
LVA	GFCF	TOT	AGRWTH	A	2016	-8.166913
LVA	GFCF	TOT	AGRWTH	A	2017	11.323111
LVA	GFCF	TOT	AGRWTH	A	2018	15.818972
CAN	GFCF	TOT	AGRWTH	A	1990	-3.46818
CAN	GFCF	TOT	AGRWTH	A	1991	-4.232016
CAN	GFCF	TOT	AGRWTH	A	1992	-2.938755
CAN	GFCF	TOT	AGRWTH	A	1993	-1.161288
CAN	GFCF	TOT	AGRWTH	A	1994	6.699183
CAN	GFCF	TOT	AGRWTH	A	1995	-1.364742
CAN	GFCF	TOT	AGRWTH	A	1996	5.77246
CAN	GFCF	TOT	AGRWTH	A	1997	11.680047
CAN	GFCF	TOT	AGRWTH	A	1998	3.234086
CAN	GFCF	TOT	AGRWTH	A	1999	5.131322
CAN	GFCF	TOT	AGRWTH	A	2000	5.065731
CAN	GFCF	TOT	AGRWTH	A	2001	4.81935
CAN	GFCF	TOT	AGRWTH	A	2002	0.996619
CAN	GFCF	TOT	AGRWTH	A	2003	5.217543
CAN	GFCF	TOT	AGRWTH	A	2004	8.43523
CAN	GFCF	TOT	AGRWTH	A	2005	9.124017
CAN	GFCF	TOT	AGRWTH	A	2006	6.279843
CAN	GFCF	TOT	AGRWTH	A	2007	3.167589
CAN	GFCF	TOT	AGRWTH	A	2008	1.626601
CAN	GFCF	TOT	AGRWTH	A	2009	-11.314065
CAN	GFCF	TOT	AGRWTH	A	2010	11.511895
CAN	GFCF	TOT	AGRWTH	A	2011	4.637088
CAN	GFCF	TOT	AGRWTH	A	2012	4.886234
CAN	GFCF	TOT	AGRWTH	A	2013	1.448748
CAN	GFCF	TOT	AGRWTH	A	2014	2.250227
CAN	GFCF	TOT	AGRWTH	A	2015	-5.209796
CAN	GFCF	TOT	AGRWTH	A	2016	-4.262475
CAN	GFCF	TOT	AGRWTH	A	2017	2.954796
CAN	GFCF	TOT	AGRWTH	A	2018	1.171317
LTU	GFCF	TOT	AGRWTH	A	1996	21.05201
LTU	GFCF	TOT	AGRWTH	A	1997	25.633892
LTU	GFCF	TOT	AGRWTH	A	1998	21.176506
LTU	GFCF	TOT	AGRWTH	A	1999	-5.89431
LTU	GFCF	TOT	AGRWTH	A	2000	-6.861245
LTU	GFCF	TOT	AGRWTH	A	2001	12.732424
LTU	GFCF	TOT	AGRWTH	A	2002	11.08623
LTU	GFCF	TOT	AGRWTH	A	2003	14.059266
LTU	GFCF	TOT	AGRWTH	A	2004	15.803111
LTU	GFCF	TOT	AGRWTH	A	2005	11.471954
LTU	GFCF	TOT	AGRWTH	A	2006	19.59347
LTU	GFCF	TOT	AGRWTH	A	2007	22.33439
LTU	GFCF	TOT	AGRWTH	A	2008	-3.996314
LTU	GFCF	TOT	AGRWTH	A	2009	-38.902567
LTU	GFCF	TOT	AGRWTH	A	2010	1.475311
LTU	GFCF	TOT	AGRWTH	A	2011	20.146747
LTU	GFCF	TOT	AGRWTH	A	2012	-1.778298
LTU	GFCF	TOT	AGRWTH	A	2013	8.299473
LTU	GFCF	TOT	AGRWTH	A	2014	5.712774
LTU	GFCF	TOT	AGRWTH	A	2015	4.856023
LTU	GFCF	TOT	AGRWTH	A	2016	3.374244
LTU	GFCF	TOT	AGRWTH	A	2017	8.216054
LTU	GFCF	TOT	AGRWTH	A	2018	8.386251
